id,purpose_validated,dur_in_sec,hour_start,hour_end,day_of_month,week,dist_gtfsstops_all,dist_gtfsstops_train,dist_gtfsstops_tram,dist_gtfsstops_bus,day
1070,errand,914.034999,10,11,7,23,195.49019054844624,398.7643120244274,195.49019054844624,195.49019054844624,2
1071,home,64484.977999999996,20,14,5,18,2.710340591748979,924.3035562201253,26685.400335863575,2.710340591748979,4
1072,home,78319.402999,13,11,13,2,7.890401117612077,7.890401117612077,1527.1693810128218,51.74275597153049,4
1073,errand,913.0,10,11,23,51,239.5126528510833,1530.3481735509995,80717.11422752394,239.5126528510833,5
1074,home,70038.874999,10,6,30,26,1246.2642591022004,1640.5206348142692,46925.69731662008,1246.2642591022004,4
1075,work,15563.660000999998,5,9,7,27,77.16269356302394,245.5656226017432,77.16269356302394,77.16269356302394,4
1076,errand,2208.7230010000007,10,11,25,8,88.04202678042644,395.63131452801343,39134.60510006535,88.04202678042644,5
1077,leisure,3319.524000000001,17,17,10,6,181.7770608748034,760.6221510222881,43596.28056478104,181.7770608748034,4
1078,errand,2290.1600000000008,10,11,25,51,26.453195104387323,3570.6274614793597,75173.88108766015,26.453195104387323,6
1079,home,37533.996999,17,4,4,1,901.7842444972567,2917.116338925321,40462.24416972255,901.7842444972567,2
1080,errand,323.38400099999996,12,13,6,49,32.212732067929394,1679.9600288941706,30471.528436944212,32.212732067929394,2
1081,home,5601.001,9,10,1,13,250.66588450125226,1508.0840623521274,38334.59639615679,250.66588450125226,5
1082,work,17331.713,11,16,27,52,93.42174594082823,448.52553693276207,36498.22385310577,93.42174594082823,1
1083,leisure,4630.306000000001,12,14,24,51,92.74431184549476,596.7210571690059,19434.38542607693,215.841593049702,5
1084,leisure,559.514001,13,14,30,17,97.63380750650481,697.3665698516368,2574.837938596633,97.63380750650481,6
1085,errand,2884.504000000001,11,11,17,11,264.52399762963796,758.820502410317,78035.04063341703,264.52399762963796,4
1086,leisure,1864.0,15,16,22,51,133.64261089805407,993.2382187524344,27964.351058941906,133.64261089805407,4
1087,wait,652.918,15,15,25,4,22.220582399268046,22.220582399268046,23039.864674435055,22.220582399268046,2
1088,home,40704.413,18,5,9,45,239.42436873432945,1182.0127465899432,6756.029170449931,239.42436873432945,3
1089,errand,451.835001,12,12,26,4,44.21159498456947,313.1639002213941,30248.002851888163,44.21159498456947,3
1090,work,445.69699999999995,5,5,18,42,71.51378255871766,71.51378255871766,49978.44301104146,71.51378255871766,2
1091,work,3329.4089989999998,9,10,26,39,18.81861001883442,288.1836674528731,26871.10985252124,18.81861001883442,1
1092,work,19283.898999,10,15,4,36,68.99691799797388,370.7707837850997,68.99691799797388,331.3310370485268,0
1093,work,35083.187999999995,6,16,11,2,12.122603958868618,12.122603958868618,50672.11418561048,27.404229921118517,2
1094,errand,1895.2640010000002,12,12,27,52,72.06785174898997,72.06785174898997,49026.02767321855,117.61206772997366,1
1095,errand,1550.7610000000002,12,12,17,11,65.06122832535198,475.8319421945092,37358.247346918455,65.06122832535198,4
1096,home,37976.253,16,3,6,14,916.7597632900606,2908.814305073735,40472.1194911938,916.7597632900606,3
1097,wait,397.16600100000005,15,15,20,8,185.1380141946578,492.22104035579736,24043.336251124125,185.1380141946578,0
1098,home,54020.503,18,9,5,14,94.63694182985027,1169.8246695144485,40693.8623530444,94.63694182985027,2
1099,leisure,2800.1510000000007,8,8,14,19,201.5565294790261,579.1641392191387,89738.55715771082,201.5565294790261,6
1100,home,10795.0,7,10,29,5,171.49588233498315,4247.082752161484,15537.970146170583,171.49588233498315,0
1101,wait,982.822999,6,6,23,43,595170.6739442033,595170.6739442033,696407.2649157435,673318.7421928435,0
1102,leisure,520.8760010000002,12,12,19,33,32.37354709121698,613.0585265321462,19547.212392521466,109.18467979161295,5
1103,leisure,2454.504000000001,9,10,29,48,68.89650159163764,355.6451550684942,34616.05415039233,68.89650159163764,2
1104,work,354.5970000000001,14,14,31,35,46.2832121015845,395.1603496488497,46.2832121015845,46.2832121015845,3
1105,leisure,560.431,11,11,21,3,532.8123293769402,2801.079242540701,70986.26159303226,1582.3101079961255,5
1106,work,3793.0960000000014,18,19,4,40,221.10562822303032,1322.0100581019924,49404.759183071474,221.10562822303032,2
1107,work,6723.764,7,9,18,42,114.0047124021527,383.9274372443873,35597.64552268709,114.0047124021527,2
1108,wait,481.603999,6,6,8,14,21.58927845938369,21.58927845938369,10687.8702092411,79.14723325816924,5
1109,leisure,8536.123000000001,11,14,15,33,720.4314215822213,3589.2873404726147,7559.5760069410035,720.4314215822213,1
1110,leisure,7094.0,19,21,18,3,121.05102343979313,466.1895489298125,35749.62570997487,121.05102343979313,3
1111,wait,846.6850009999999,22,22,24,34,36.336079696816824,36.336079696816824,43.236465617448076,43.236465617448076,3
1112,home,30002.146000999997,20,5,20,29,306.6513093946504,1020.2699965403197,136261.97184030898,306.6513093946504,3
1113,home,6852.191999999999,17,19,22,25,185.18801197533853,4088.4974364666164,23573.81739071751,185.18801197533853,3
1114,errand,690.075,12,12,10,19,122.5889541388312,418.37574081762716,27464.305874415644,122.5889541388312,2
1115,home,318.0,16,16,18,51,73.71113428679475,961.0397252131329,40273.91141399496,73.71113428679475,0
1116,work,17301.600000000002,5,10,3,1,209.2141173548727,1930.6622037288944,49350.563142016086,209.2141173548727,1
1117,work,13577.237,6,10,26,26,43.962384429667075,1561.081362819209,24315.574024140908,43.962384429667075,0
1118,errand,349.894,13,13,17,11,819.5984744313301,819.5984744313301,96480.8547381206,5481.059648342071,4
1119,work,12784.500999000002,11,14,13,28,184.3717857481133,1017.8888077733797,29365.02444848849,184.3717857481133,3
1120,work,31275.118,8,16,21,51,107.93471393684575,482.5738417106457,181.4941128183099,107.93471393684575,2
1121,home,34278.166001000005,18,4,12,41,256.084072420862,512.3556537658732,21984.76225762879,256.084072420862,3
1122,errand,3022.1760010000007,13,14,4,1,75.80856776220749,541.4339864437799,6346.646168722204,75.80856776220749,2
1123,home,27708.583999,21,5,12,2,123.13698539707156,1065.1157279871802,6841.7230140742395,123.13698539707156,3
1124,wait,5165.282999999999,7,8,9,23,337.37176586946015,337.88178404749715,369.9013307402774,337.37176586946015,4
1125,leisure,4600.676001000002,11,12,2,26,242.0850917759261,621.4001932095791,51323.71977727726,242.0850917759261,6
1126,work,34419.236001000005,6,16,11,50,53.87533115912336,142.35833476780002,22688.29808139465,53.87533115912336,0
1127,leisure,5111.9940000000015,11,13,21,3,778.576911601066,12089.60508712166,41653.74059341487,2455.2722930879045,5
1128,errand,1476.364001,8,9,3,14,78.4955089735283,583.6538904918255,35335.101434097385,78.4955089735283,0
1129,work,310.6090000000001,7,7,22,47,208.9745836798137,1718.2969714466642,58700.88008358403,208.9745836798137,2
1130,work,10263.368,5,8,10,19,83.78380746887386,367.5893026180191,44738.4225158626,83.78380746887386,2
1131,home,46673.40299900001,18,6,30,44,399.33211719819985,750.4057335490187,37945.000993408015,399.33211719819985,0
1132,wait,630.0,12,12,28,35,73.32148703031137,652.5918611839822,42290.235520464754,73.32148703031137,0
1133,home,9943.599,15,18,7,32,149.82881261862872,218.4671688522621,2754.4994900028364,149.82881261862872,0
1134,home,3799.934,14,15,29,22,180.24259228652915,747.4387069012395,34769.372290168016,180.24259228652915,0
1135,wait,338.878999,15,16,31,13,658.1190925057409,3430.2058697881585,39224.7587632381,658.1190925057409,4
1136,leisure,510.00000000000006,15,15,14,11,7288935.964029564,7288935.964029564,7379191.820222817,7372331.904369363,1
1137,home,10983.001,15,18,6,49,323.4822179453061,1459.946003508354,52188.63396526608,323.4822179453061,1
1138,work,1441.5880000000002,13,14,3,22,122.08415614572287,626.9953976907059,138.61025798465755,335.0133474362278,5
1139,work,4969.3020000000015,7,9,28,4,56.68776424262103,479.84613988890464,56.68776424262103,56.68776424262103,5
1140,home,25448.998001,22,5,11,50,421.3434282257178,1044.9372668523893,19317.44346204327,421.3434282257178,0
1141,work,15822.785000000002,12,16,20,3,216.09136915535592,1254.0498469546835,24091.560729119883,216.09136915535592,4
1142,work,6446.025999,8,10,2,44,188.97741332041824,285.16551365934083,188.97741332041824,188.97741332041824,3
1143,home,57884.107001,13,5,2,40,71.50943630683246,1475.7612034820154,36270.25792095034,71.50943630683246,0
1144,errand,562.465,14,14,28,21,210.61762157380184,1376.2127013147933,25581.97115301652,210.61762157380184,6
1145,wait,930.131999,18,18,22,8,27.969478996472247,27.969478996472247,36097.908369618664,42.40236896046357,2
1146,leisure,465.115,15,15,17,50,13.132247710085716,2377.271099688533,71239.59380582171,935.5242799137967,5
1147,wait,2938.438999,13,14,29,52,5.952243108504463,5409.910508859095,59914.069154554454,1445.6446177662963,3
1148,home,15384.185,13,17,8,27,240.69395926086872,1183.2832688766518,6755.142322178253,240.69395926086872,5
1149,leisure,370.27600099999995,14,14,26,30,127507.98110627387,127507.98110627387,159482.2884714951,146456.8158103748,2
1150,wait,339.86099900000005,6,6,12,2,68.22094360445294,68.22094360445294,105.77820981448893,101.6558398170467,3
1151,wait,356.754999,19,19,14,50,37.47456766015984,47.913115472858216,36975.51928520213,37.47456766015984,3
1152,work,378.540999,17,18,13,50,260.4183095673031,677.4798277947257,260.4183095673031,260.4183095673031,2
1153,wait,1498.1550000000002,17,18,20,51,286267.2066042406,286267.2066042406,431295.0978250518,385541.40379660146,1
1154,home,53313.0,14,5,28,4,108.64514008191556,674.2846920705467,34695.81880736156,108.64514008191556,6
1155,errand,494.18300000000005,13,13,12,41,144.62988956198348,1689.1353039496666,17435.662267681128,144.62988956198348,3
1156,wait,881.9770000000002,4,4,13,15,58.028571006155595,58.028571006155595,36173.112303596936,122.41781689649721,3
1157,wait,3616.079,13,14,10,6,65.66725294735814,559.6538240629927,134699.37678927113,65.66725294735814,4
1158,work,223547.922,23,13,17,46,632.7678227972883,632.7678227972883,9639.713843690604,1340.530871079393,4
1159,wait,838.2760000000002,4,4,25,43,31.57592756038059,31.57592756038059,23118.68078086144,59.26795138856424,2
1160,home,351.0,15,15,15,3,238.3031032753059,1411.634621837078,38359.77476922353,238.3031032753059,0
1161,wait,1158.957999,8,9,31,35,25.97232364345608,25.97232364345608,24779.37530914793,25.97232364345608,3
1162,leisure,1200.168,16,17,28,4,104.69219046381151,320.22870050179176,104.69219046381151,104.69219046381151,5
1163,home,690.882999,18,18,26,4,775.451679922151,1768.0082070661035,57244.884903091406,775.451679922151,3
1164,home,33196.027001,17,3,6,14,8.015909696057259,926.9630933617727,26692.394673929964,8.015909696057259,3
1165,errand,1037.0,8,8,23,51,206.78721324755043,4064.3959426019183,50808.30066794077,206.78721324755043,5
1166,home,52597.790001,15,5,9,27,73.402595227162,965.4759772659407,40279.266318596405,73.402595227162,6
1167,home,76423.0,17,15,26,4,209.29946524897326,1150.9789045480145,6757.142590089862,209.29946524897326,4
1168,home,2386.812000000001,17,17,11,10,313.90019614851457,1027.3981348828518,136271.0692291682,313.90019614851457,5
1169,wait,340.5850000000001,11,11,10,15,31.175256983955606,43.50555707711929,34102.87015940188,31.175256983955606,0
1170,leisure,2598.4120000000007,13,14,19,16,48.16962265985942,1023.9239515764467,8883.645372564146,48.16962265985942,2
1171,work,13328.306999999999,12,15,13,28,126.39610225038349,1683.1344858968866,126.39610225038349,126.39610225038349,3
1172,leisure,8894.966,17,20,17,20,338.4677594674787,338.4677594674787,19878.91622316129,338.4677594674787,2
1173,home,31050.267000000003,16,1,2,40,273.06513434435385,1334.3753029839868,35693.98186558498,273.06513434435385,0
1174,home,42433.144,16,4,18,38,187.3687293896436,3476.2696561571665,44112.216671232,187.3687293896436,0
1175,leisure,986.217,13,14,3,35,1212958.7060886559,1212958.7060886559,1502211.543442796,1240627.7105261546,6
1176,home,86180.095,18,18,23,12,254.00071464516083,254.00071464516083,13600.23460541182,256.9983014697372,3
1177,home,7203.0,17,19,10,6,296.6378574812727,1512.8868844184399,38301.61956806568,296.6378574812727,4
1178,leisure,3218.128001,10,11,19,42,109.65926696413376,757.3419173295842,134614.4564592358,109.65926696413376,3
1179,home,643.004,14,14,21,34,388.5774825217247,1140.4830261802845,136352.484242774,388.5774825217247,0
1180,leisure,1385.138,12,12,11,6,1635.8774920098574,8237.195535638979,43614.49137352293,1635.8774920098574,5
1181,leisure,559.0,15,15,1,31,58.311807798353634,2394.5094211864607,13959.375730433776,58.311807798353634,1
1182,work,873.944999,11,11,29,22,212.5468246193004,442.22942414825036,330.15415186249265,212.5468246193004,0
1183,leisure,5080.395,10,12,7,6,968.5057632991583,9208.377890253803,63830.198408335185,1582.0516175193234,1
1184,leisure,2692.415,4,5,24,43,142.10922436962412,412.517797519779,2160.1364043070807,142.10922436962412,1
1185,home,8433.999,10,12,26,8,202.13188125913675,1070.1177916161867,59705.860783636504,202.13188125913675,6
1186,leisure,1585.195999,8,9,9,36,20.44711779070659,672.9948066591733,15472.875853285183,20.44711779070659,5
1187,work,637.960999,14,14,4,22,164.5153748121646,172.8638510282787,57981.38022328961,164.5153748121646,6
1188,wait,475.05800000000005,6,6,16,11,37.40418870033246,37.40418870033246,10961.153772458974,37.40418870033246,3
1189,work,5941.353999,12,13,25,4,78.63117039705288,505.50874828075996,78.63117039705288,78.63117039705288,2
1190,wait,4225.507001,9,11,6,14,103.98110756867884,103.98110756867884,192.32462232669238,192.32462232669238,3
1191,work,8341.332,11,13,31,5,189.53997792630798,844.9123420356913,189.53997792630798,189.53997792630798,1
1192,home,11464.528999999999,10,13,14,2,146.22287184021138,2179.2496038520553,22409.421539909294,146.22287184021138,5
1193,work,332.0,7,7,12,2,219.011738646078,844.1782187364457,78620.64855172564,219.011738646078,4
1194,errand,4647.7350000000015,14,15,27,26,53.43028091143389,389.943023577491,24660.683316606966,53.43028091143389,1
1195,home,1045.0,11,12,19,3,317.57356091785635,1031.0809548751793,136274.54615016063,317.57356091785635,4
1196,wait,477.19000000000005,5,5,31,13,16.238921879199793,56.49929026532815,8085.695164120641,16.238921879199793,4
1197,home,42099.843001,17,5,9,2,113.83514531035051,1109.2028519496962,960.4537408192133,113.83514531035051,0
1198,work,494.003,8,9,3,40,177.52371093954991,1082.719986488707,36831.99390415242,177.52371093954991,1
1199,leisure,76959.0,14,11,31,52,319.15118715040893,9455.398516789799,59311.729628689674,319.15118715040893,6
1200,errand,322.0010000000001,13,13,21,29,79.15484120099218,90.01490095117866,34134.46297318646,79.15484120099218,4
1201,leisure,1410.0,12,13,28,43,443.9060868881726,4662.16321376713,39475.069625028846,443.9060868881726,5
1202,leisure,869.037001,12,12,11,2,227.12261479409062,1040.2300678679806,26621.5733178258,227.12261479409062,2
1203,errand,4525.0,5,6,25,43,61.843114742529345,85.95507825177948,27859.78846907921,61.843114742529345,2
1204,leisure,961.967,11,11,15,50,5.518929349092624,3758.232116491543,61436.647282414415,1225.8273202690848,4
1205,home,40436.75,7,19,4,36,226.65568852924838,560.1748536801243,35134.92200285116,226.65568852924838,0
1206,leisure,3791.746999,5,6,22,51,149.10746360907916,581.2947245640562,38490.4681786731,149.10746360907916,3
1207,wait,388.001,9,10,21,51,15.421155981388953,216.82859490376651,57721.643375055566,15.421155981388953,2
1208,errand,1845.925001,19,20,6,10,83.59595935166153,514.8274262139787,10587.022779213066,83.59595935166153,0
1209,work,3110.682001,16,17,13,28,61.69756539763704,172.0889729739217,61.69756539763704,61.69756539763704,3
1210,home,67040.70899900001,12,7,1,13,41.286564371785865,3563.099743433212,12412.904940431006,41.286564371785865,5
1211,errand,5529.606000000002,12,14,22,38,1535.2054396624592,4052.6779892380487,31930.48430099064,1535.2054396624592,4
1212,work,7209.506998999999,11,13,16,20,78.7136725760773,191.05221283241053,34176.10207455955,78.7136725760773,1
1213,errand,1302.687,8,9,27,26,73395.13824496782,73395.13824496782,261381.75373707784,171614.96080796895,1
1214,errand,1333.0,16,16,16,3,103.1057387061652,323.9982547213353,27435.25398256315,103.1057387061652,1
1215,home,4897.0,9,10,23,4,171.54136488080385,2980.4086071672186,78944.28606549044,171.54136488080385,1
1216,home,20735.615999,9,15,2,26,266.7810067892617,2144.1436746491695,25674.9663192448,266.7810067892617,6
1217,home,6153.929999,8,9,2,5,540.5544976803669,592.3726857664368,41607.68328159725,540.5544976803669,3
1218,wait,326.9480000000001,5,5,13,28,22.154041514830247,263.3961587482689,22.154041514830247,22.154041514830247,3
1219,wait,397.918999,5,5,30,5,138.68656736844645,208.66789228267947,138.68656736844645,138.68656736844645,0
1220,home,1240.0,9,9,14,7,685.3394142360278,1894.160851620501,57219.512807538,685.3394142360278,1
1221,work,17387.069,10,15,16,20,155.79753646392754,815.4427955274394,155.79753646392754,155.79753646392754,1
1222,work,42509.0,4,16,26,4,282.5011082144609,282.5011082144609,2467.791935815763,296.7114994291608,4
1223,wait,512.0,16,16,26,8,1324.595266926599,2975.955738837518,20371.87087836666,1324.595266926599,6
1224,work,2363.565999000001,6,7,21,12,365.959978611753,6293.566760970581,42128.63812015897,365.959978611753,1
1225,errand,375.256999,14,14,8,32,141.46233014117496,448.716637538949,35396.40101019098,141.46233014117496,1
1226,leisure,555.5550010000002,17,18,17,20,150.7013210781244,1387.3623550083328,34562.48399455647,150.7013210781244,2
1227,work,12273.253,7,10,27,48,230.20949023011408,950.3129549739284,230.20949023011408,311.560240198911,0
1228,leisure,7405.944998999999,14,16,7,49,4962724.422737122,5013984.762933357,5157543.911879181,4962724.422737122,3
1229,home,4877.771001,15,17,20,47,247.75402605382493,1037.7559837980737,12369.274226252712,247.75402605382493,0
1230,errand,1710.3200000000004,16,16,24,8,149.6829075826218,1652.9723761859964,37006.981396646086,149.6829075826218,4
1231,work,2159.443001,10,10,8,36,119.6980556305395,221.06577397606273,12835.218043501189,119.6980556305395,4
1232,leisure,2159.716000000001,15,15,28,52,1784.1844161015933,1784.1844161015933,26822.98170508735,1848.50597387435,2
1233,wait,429.0,18,18,30,52,101.7814951489237,101.7814951489237,30642.77677863438,101.7814951489237,5
1234,wait,371.59400100000005,16,16,25,30,165.8313298743614,835.9896124614996,42165.92201662939,165.8313298743614,1
1235,wait,1303.3630010000004,6,6,13,37,39.6025407000306,39.6025407000306,43270.18931936774,52.37315251194417,2
1236,wait,10049.999001,16,19,31,31,74.9471178272868,4263.0134353676585,11468.68678968406,74.9471178272868,0
1237,leisure,7793.096,8,10,19,46,76.2545524188251,519.1826924933705,241.59217447770962,76.2545524188251,6
1238,home,172593.628001,15,15,30,26,86.7184343341549,86.7184343341549,26667.197767952137,180.3331857384861,4
1239,work,34638.3,6,16,10,10,33.88990652023241,897.2591842921743,33.88990652023241,33.88990652023241,4
1240,home,52387.0,14,4,12,15,60.052461993306856,665.6927799592977,19079.317722217645,60.052461993306856,2
1241,leisure,308.11700099999996,12,12,5,5,334.3040606226948,563.2876701596754,33695.19104713808,334.3040606226948,6
1242,work,4440.5050009999995,12,13,15,11,229.0566853263029,953.4910965351096,229.0566853263029,310.79475941628544,2
1243,errand,2759.999001,8,9,4,5,34.56869619278571,94.08392067180115,41703.015792978855,34.56869619278571,5
1244,home,14909.999000000002,1,5,12,50,53.71781507605482,432.4005682534765,15468.389229549262,53.71781507605482,0
1245,wait,312.0,15,15,18,51,55.762888680290004,78.68093255124036,33983.470933194934,55.762888680290004,0
1246,work,16694.948001,5,9,26,43,137.23146202668886,137.23146202668886,4883.489279027526,137.23146202668886,3
1247,leisure,4110.0,19,20,13,2,149.312445121317,354.8269864961664,12822.546138962092,149.312445121317,4
1248,wait,824.6309990000002,10,10,26,52,21.31143511870272,30.38630469952045,26684.1723904182,21.31143511870272,0
1249,home,51533.20400000001,16,6,29,48,535.9284096544721,592.2442987372523,41602.70715988276,535.9284096544721,2
1250,work,2925.291001,12,12,14,24,258.24839379397304,514.6271353415632,1042.3100902963338,258.24839379397304,2
1251,wait,2422.994,16,17,12,45,145.77930253613087,460.4384147961615,1205.3609865981382,145.77930253613087,6
1252,work,4405.018,14,16,20,25,627.1494485780372,627.1494485780372,9645.479941156644,1342.0907896779547,1
1253,home,850.8589999999999,9,9,26,52,90.4196876332653,285.8233997601785,2793.6669718088633,90.4196876332653,0
1254,wait,361.58100099999996,0,0,4,9,98.18933943724942,98.18933943724942,10086.343526276392,166.7869345869757,5
1255,home,19909.274999,8,14,2,18,455.09215321672247,1963.5924494643803,19573.054085976102,455.09215321672247,1
1256,home,15936.000000000002,11,15,12,32,51.739679706832746,658.0561295663489,19073.166613381163,51.739679706832746,5
1257,home,252768.266,17,16,24,21,586.2838360736337,2736.041868523162,49519.822259855544,586.2838360736337,2
1258,work,3173.7909999999997,9,10,19,38,294.20352757968976,1090.3655142744583,28004.05898652028,294.20352757968976,1
1259,wait,405.0,17,17,23,21,64.81140995406888,64.81140995406888,23077.483030923457,74.40916907945831,1
1260,home,49607.90500000001,17,7,11,50,154.59558809810346,789.9909572078825,77647.59019586981,154.59558809810346,0
1261,errand,1742.6580010000002,8,9,17,29,76.38753293861006,895.4630171846436,42474.53195518732,76.38753293861006,0
1262,leisure,2371.5409990000007,12,12,17,3,44.468157640793116,339.49079611568334,44.468157640793116,44.468157640793116,1
1263,home,7799.304001,17,20,16,42,208.68759956141648,786.476638866787,208.68759956141648,236.68843704174745,0
1264,leisure,2048.0,15,15,2,1,176.70884033676018,745.6751868172371,102384.07316626699,176.70884033676018,1
1265,work,452.347001,10,11,5,36,81.79744000089373,81.79744000089373,12566.67344547181,100.3134817267182,1
1266,work,9468.303999,16,19,8,19,92.34815603733578,1663.6718124297645,62561.088004332,92.34815603733578,0
1267,work,9951.293,14,16,21,12,77.65802153067624,965.7162940866864,77.65802153067624,202.61936638960358,1
1268,work,2708.3810000000008,9,10,8,40,216.3928882826691,216.3928882826691,50129.194456624246,216.3928882826691,6
1269,leisure,11406.248999,17,20,15,46,600.4524536295418,6476.565167139266,2553.3338071304506,600.4524536295418,2
1270,leisure,435.17800000000005,15,15,19,46,1541.702808818602,1541.946138120962,20716.8481153648,1541.702808818602,6
1271,work,4835.475999,9,11,13,15,15.106195719786616,242.0478477119502,15.106195719786616,15.106195719786616,3
1272,wait,1022.0,10,11,23,4,334.21753636985386,413.2482616528489,430.5985908122211,334.21753636985386,1
1273,errand,323.2199990000001,19,19,9,45,135.72509504924548,586.9099202670038,13022.24213343983,135.72509504924548,3
1274,wait,597.039,15,15,8,45,29.904045922354825,29.904045922354825,115.66799336216124,115.66799336216124,2
1275,errand,936.268999,17,17,6,45,6.107485912135643,3033.5532866528656,14150.04834991161,6.107485912135643,0
1276,home,162256.50400000002,21,18,7,27,409.7090202048624,450.66361086941765,59146.76176113026,409.7090202048624,4
1277,leisure,55664.75700000001,18,9,27,4,2412114.295438408,2412114.295438408,2571073.974694705,2475333.3881661985,4
1278,errand,7562.534001000001,16,18,6,1,494.07000825587613,1275.3317348127275,52102.926358473065,494.07000825587613,4
1279,work,7025.0,10,12,31,5,160.43904823240499,223.80350002563733,1328.1678297328979,160.43904823240499,2
1280,leisure,1719.0,10,10,28,4,691.461286957057,8276.29887014124,97818.32073055863,1696.606582831066,6
1281,home,43933.445999,16,4,4,1,118.81485551732746,3716.6879910203884,79923.35633052088,118.81485551732746,2
1282,leisure,2872.7479989999997,12,12,9,10,408112.0266133684,408112.0266133684,674283.7610141461,408112.0266133684,3
1283,wait,321.5130000000001,19,19,5,9,212.02500949376883,715.5656108000304,1039.730869748333,212.02500949376883,6
1284,leisure,8376.001,12,15,14,19,494.9531634508688,5999.511028994518,23205.888713317734,494.9531634508688,6
1285,home,33548.083,22,7,15,50,243.00160549109864,2118.0893197430087,14809.332570594956,243.00160549109864,4
1286,leisure,6345.334000000002,17,18,9,32,181.48536878087026,439.6811770146536,40978.20101681061,181.48536878087026,2
1287,home,1363.370001,7,8,29,30,543.134563990988,543.134563990988,18764.10277338626,758.0450656870378,5
1288,leisure,6789.155999000001,17,19,30,5,121.08247996606545,621.9283615721274,121.08247996606545,121.08247996606545,0
1289,errand,2393.536999,10,11,30,35,26.38932712933293,26.38932712933293,1203.4028718636596,33.400347564092954,2
1290,home,37469.532999999996,18,5,15,50,62.035701970511596,539.6016417886314,62.035701970511596,62.035701970511596,3
1291,leisure,502.00000000000006,8,8,1,13,16.990442739226445,702.6606591435167,35486.656129419964,16.990442739226445,5
1292,leisure,11707.725,18,21,7,14,249.04865680182218,299.388341829679,27422.91868632681,249.04865680182218,4
1293,work,19442.942000000006,8,13,6,23,275.60880147928503,459.72516162987336,275.60880147928503,275.60880147928503,1
1294,leisure,3416.9109999999996,11,12,26,8,106.6479094957551,2090.478765811547,34054.769700745266,155.13372632737205,6
1295,errand,5910.790000999999,1,3,8,1,419.8720531208427,6003.984218956975,23136.375912864303,419.8720531208427,6
1296,home,7437.532998999999,5,7,4,48,129.9429470113833,699.0214781443257,34718.7501684047,129.9429470113833,6
1297,errand,394.816999,7,7,30,39,118.88867459038765,196.19236161042423,27179.835933750204,118.88867459038765,5
1298,leisure,374.527,14,14,27,34,84.05331305714886,1086.6331567487111,21608.93934877505,84.05331305714886,6
1299,home,2713.271999,5,6,20,38,39.02090995661154,3553.8555757488884,12406.397368660413,39.02090995661154,2
1300,work,12166.107001,11,14,1,22,14.624328009592533,27.555727069136,42836.49255626659,14.624328009592533,3
1301,errand,1624.903001,16,17,8,10,1100.8498607389972,1988.3491524672809,19001.51381614913,1100.8498607389972,2
1302,errand,970.7339999999999,17,17,2,5,129.45650922092278,224.60798940349233,3567.821444845583,129.45650922092278,3
1303,leisure,925.755,13,13,16,50,168.26819412987103,2295.5160774643828,71251.29492607414,168.26819412987103,4
1304,work,964.83,9,9,18,42,220.9294760813768,943.839170189722,78629.4485072958,220.9294760813768,2
1305,leisure,15780.173,10,15,16,37,1995.7431375556039,121857.53025082275,237010.73998499566,1995.7431375556039,5
1306,home,69393.0,10,5,22,4,124.97244966433998,1176.4858806778238,42061.75995778015,124.97244966433998,0
1307,work,8968.348999,6,9,27,13,85.33365126241684,320.53128806943886,126606.29593008607,85.33365126241684,0
1308,wait,557.129,17,17,16,46,79.07182996610766,282.04061089183483,79.07182996610766,79.07182996610766,3
1309,home,47057.45800000001,17,6,6,49,215.8913812538143,1055.0721290473223,59698.07446681063,215.8913812538143,1
1310,work,1373.325,14,14,28,17,122.2525946811946,833.9912886672748,74726.42363315892,122.2525946811946,4
1311,errand,1403.0,13,14,7,1,440.17949740092064,440.17949740092064,73074.38688075043,565.6500190545672,5
1312,leisure,7696.130999999999,17,20,17,20,9720270.95314615,9720270.95314615,9848738.49653825,9838772.887397157,2
1313,work,35722.066999,5,15,20,16,115.09525294817554,484.32519314152717,176.1897295773124,115.09525294817554,3
1314,leisure,13197.0,14,17,13,2,69.13429230144361,11226.071257025225,65575.62401554888,69.13429230144361,5
1315,leisure,10590.753999999999,17,20,1,9,122.00191994812256,655.8178021280819,122.00191994812256,122.00191994812256,2
1316,home,142370.964,13,4,13,32,139.53723539708542,1196.8572702109739,42059.56188777546,139.53723539708542,6
1317,home,35258.0,19,4,29,43,179.3173732488804,5727.574964562175,34061.58377678188,179.3173732488804,6
1318,wait,304.996999,21,21,9,32,17.330940655034176,17.330940655034176,8117.7632707706125,39.21321781015844,2
1319,leisure,8848.230000000001,18,20,20,3,130.17694558917387,270.98595813477556,49708.03527160086,130.17694558917387,4
1320,work,9639.052,11,14,5,14,208.497223852717,208.497223852717,210.78850086832767,210.78850086832767,2
1321,work,390.0,17,17,11,19,161.91335109119308,454.3456803810569,36353.56387903773,161.91335109119308,3
1322,leisure,494.289999,15,15,14,15,116.56520618294785,656.079983088368,157219.73426912,116.56520618294785,4
1323,home,48808.45600000001,15,4,4,48,316.7291676864463,618.2959904768877,27386.429018245497,316.7291676864463,6
1324,wait,311.928,17,17,23,43,97.3847371561112,308.565538107187,43691.16391378536,97.3847371561112,0
1325,leisure,11729.077,12,15,7,18,90.30015955545784,386.9368631458329,123.45586155980256,123.45586155980256,6
