id,dur_in_sec,hour_start,hour_end,day_of_month,week,dist_gtfsstops_all,dist_gtfsstops_train,dist_gtfsstops_tram,dist_gtfsstops_bus,day
5051,324.0,16,16,15,3,197.5080117360733,710.498088584006,52803.02454552515,197.5080117360733,0
5052,949.207,14,14,18,7,61.285859125604226,841.4185441419763,29783.110128274668,61.285859125604226,5
5053,34267.532001,18,4,17,33,180.92476046965663,573.0974166998393,1912.5128113646044,180.92476046965663,3
5054,2774.917000000001,13,14,26,12,31.83254353446627,1123.7159028662563,21947.461454623182,31.83254353446627,6
5055,39023.895,18,5,24,38,486.94674385560023,1669.9962943474186,6509.519918346108,486.94674385560023,6
5056,6626.1759999999995,9,10,12,19,68.91641709548979,68.91641709548979,26142.9762015752,114.12938254129705,4
5057,36817.0,0,10,10,49,768.0596657576726,768.0596657576726,216730.31769582926,40608.12595083708,6
5058,11917.91,13,17,15,2,446.14911929678834,446.14911929678834,27234.980666623756,1234.1488310089835,6
5059,8686.343,6,9,20,12,48.39147238626691,48.39147238626691,41825.65491316852,81.14255286123138,0
5060,36899.999001,20,6,2,22,90.12438302838949,1180.7303563164987,59640.67290867894,90.12438302838949,4
5061,5125.029,9,11,31,13,16.691666440354062,1297.1668524021984,16.691666440354062,260.77650928973446,4
5062,407.0,16,17,29,5,166.0136232755965,166.0136232755965,187.71665455824368,187.71665455824368,0
5063,13914.574000999999,10,14,14,24,70.43837703528929,454.179171344226,162.20408626084094,70.43837703528929,2
5064,7811.738,16,18,30,44,72.0052176441117,721.0806151685367,72.0052176441117,72.0052176441117,0
5065,582.167001,4,4,3,18,12.333844668885574,12.333844668885574,58738.010299244124,49.64965149485651,2
5066,36010.656999,18,4,3,14,193.24666660815572,3476.349883329013,44102.727047635664,193.24666660815572,0
5067,342.7340000000001,11,12,17,16,140.07283317748235,788.1611115187324,102419.52971957585,140.07283317748235,0
5068,6138.0,11,13,2,1,117.73758437758869,933.9897198656848,6795.678136632862,117.73758437758869,1
5069,769.3339990000002,9,9,6,45,38.199478221317854,71.01399500602537,82.76285110713216,38.199478221317854,0
5070,432.106999,6,7,9,49,39.91825774355181,39.91825774355181,12561.064384490182,39.91825774355181,4
5071,10779.0,18,21,8,2,7320599.293251795,7320599.293251795,7409883.353053433,7403198.527665338,0
5072,3572.0,5,6,19,51,311.61780199750297,1025.21123590035,136267.57984026766,311.61780199750297,1
5073,12895.0,14,18,19,3,170.80063006549184,3980.3874968686855,15507.75953458585,170.80063006549184,4
5074,460.00000000000006,10,10,5,40,155.04099319856357,543.6148217775662,18823.23314541539,155.04099319856357,3
5075,28124.182000999997,19,3,18,38,95.98789335116041,1168.930026647996,40692.008156370524,95.98789335116041,0
5076,542.311,10,10,4,44,107.42218202677095,417.6811309647448,29300.5221505056,107.42218202677095,5
5077,2880.7509999999997,18,19,14,15,9176570.502898837,9176570.502898837,9257208.164585372,9237106.322458424,4
5078,5978.496,11,13,13,24,51.909934625702356,901.0604606781442,134198.95359954052,51.909934625702356,1
5079,15699.000000000002,9,13,21,3,286.7343889734783,816.1204065258544,952.0862649163008,286.7343889734783,6
5080,43266.02800100001,5,17,13,46,117.28848700703524,492.53608087111985,171.18288304949812,117.28848700703524,0
5081,410.0,18,18,31,13,692.7815411673332,1891.0597910532128,57211.472982540574,692.7815411673332,4
5082,388.25699999999995,8,8,9,49,16.94933317605077,3450.449635882116,39928.7440959524,16.94933317605077,5
5083,41759.086,20,7,22,51,66.91581866787699,554.3167935217131,90055.34693559034,66.91581866787699,3
5084,5875.986000000001,10,11,19,29,165.44379222098337,402.60485581801566,165.44379222098337,165.44379222098337,2
5085,460.006,12,12,14,41,2710.241032690545,9998.792629258336,39812.75217896678,2710.241032690545,5
5086,7654.158,7,9,6,45,44.79149957593997,44.79149957593997,41823.20245728874,75.52592763958178,0
5087,33576.0,15,1,29,52,5396.293202640207,5396.293202640207,60419.316280459076,7766.636714630907,4
5088,506.00000000000006,11,11,13,2,390.74521652827764,2987.8031964244146,70805.43194030269,390.74521652827764,5
5089,1627.408999,11,11,14,2,139.55617052576943,195.2213893998597,10345.354277488377,139.55617052576943,5
5090,1565.8950000000002,14,14,2,48,190.182678462423,646.5032427972437,190.182678462423,190.182678462423,4
5091,6271.0,15,17,9,2,22.46154151117887,130.47217131399526,22.46154151117887,22.46154151117887,1
5092,370.853999,6,7,16,33,76.72406937184465,2258.3007909250823,11468.445688376274,76.72406937184465,2
5093,41812.708999,0,12,19,46,189.79268800774682,979.8922271192348,12818.419030460425,189.79268800774682,6
5094,68524.214,19,14,2,48,234.01961173808297,3312.0189671335193,21186.935713838604,234.01961173808297,5
5095,40557.04299900001,18,5,9,2,675.755466221987,1910.2109461690134,57214.78858546681,675.755466221987,0
5096,417.669001,19,19,20,3,239.004224241321,2116.4421190150147,14811.626942108389,239.004224241321,4
5097,3172.6719989999997,17,18,27,48,291.46839603399224,3131.284636571929,11188.940945332957,291.46839603399224,0
5098,1523.667999,12,12,2,48,128.94893707999321,579.8180041671229,35545.95071903917,128.94893707999321,5
5099,468.183999,8,8,3,1,149.06553291139153,358.4605232897153,42137.13652116405,149.06553291139153,1
5100,2907.119,10,11,8,1,189.7245751862291,368.875410959842,31909.373807512082,189.7245751862291,6
5101,328.88199999999995,17,17,6,10,72.75378519461161,72.75378519461161,75.2117152419101,72.75378519461161,0
5102,44393.91099999999,20,8,2,9,114.98340520809269,3719.8785181733538,79927.22878365197,114.98340520809269,3
5103,39427.998999999996,21,8,7,27,156.20169415765213,728.3846009766568,34745.635584307194,156.20169415765213,4
5104,10334.270001,22,1,14,7,92.05858500768778,1165.8361941706826,40695.65689632565,92.05858500768778,1
5105,49502.020001,18,8,16,15,184.5576873807036,636.5420052012485,75102.42940215072,184.5576873807036,6
5106,16822.804001,11,16,2,9,13.482216822144787,13.482216822144787,9753.070857713708,1876.4552941417762,3
5107,366.625,8,8,10,10,48.19903094346545,71.6353299417058,48.19903094346545,48.19903094346545,4
5108,7751.815,6,8,12,50,74.26472817607214,133.2188133862339,3533.095286495576,133.2188133862339,1
5109,40336.032999999996,5,16,21,47,111.17390654156307,111.17390654156307,48197.878474012825,111.17390654156307,1
5110,328.151,13,13,9,23,60.07891007884701,2438.441512604405,15805.027718312056,60.07891007884701,4
5111,47169.16099999999,16,5,23,51,374.86562553333084,3262.434050186365,11181.994919033492,374.86562553333084,4
5112,3900.292001,12,13,10,36,125.84660171197051,125.84660171197051,36115.13183700726,158.0661980208744,6
5113,32436.612,6,15,6,49,53.949164953178126,1338.3008328641945,351.76919698397364,53.949164953178126,2
5114,714.743,17,17,1,5,128.79039887998346,157.95632778925687,128.79039887998346,128.79039887998346,2
